播主昵称,达人详情链接,抖音号,播主粉丝数,视频标题,发布时间,视频时长,传播指数,点赞,评论,分享,收藏,播放,热词,视频详情链接,视频链接
晖记,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=17135610&tab=&ts=1719989024&sign=c0569c13a7cf826dc3f686a95f76f02b,2100196587,35308,两母女,2024/6/27 0:37:49,4分22秒,86.3,18261,470,15524,2136,1140985,"小棉袄,女儿,幸福,姑娘,值得,儿女,天下,喜欢,正当防卫,小精灵,宝娃,小可爱,有汽,没有了,一句话,眼泪,掉下来,太感人了,苦累,一生,生在,感动,泪目了,养猫,养狗,好玩吧,抱抱,高情商,高智商,修来",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384851950258425100&dateCode=20240627&ts=1719989024&sign=c756052949ded13fa5cf4911abf6a149,https://www.douyin.com/share/video/7384851950258425100/?mid=
谢家大少爷,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65649451&tab=&ts=1719989024&sign=be3899c0cd9c48bb28f5d688d35476dd,XGQJZ2987538,915,[谢家大少爷](2024-06-26)发布的视频,2024/6/26 18:13:03,6秒,86.3,44058,6783,128551,1719,4257812,"游泳,孩子,学会,我爸,小孩,儿子,爸爸,学游泳,新号,OK,笑死我了,疑似,强者,阴影,素材,别搞,就会,我的孩子,学会了,视频,我小时候,发呆,活下来,我儿子,老爸,头发,都是,宕机,就是这样,我就是",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384752923277872418&dateCode=20240626&ts=1719989024&sign=c56c264fec27ad444527cf833e006278,https://www.douyin.com/share/video/7384752923277872418/?mid=
清清爱追剧,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65131685&tab=&ts=1719989024&sign=7e6d840b374ec049cf59202429c49715,88237556854,22965,《清清一梦》 #红果短剧 #红果免费短剧app #因为一个片段看了整部剧,2024/6/30 18:11:11,34分14秒,86.3,32328,504,2562,15075,3406812,"爱心,抱抱,感谢,剧情,短剧,母亲,孩子,有志气,有恒心,红果,全集,发呆,大哥,总裁,婚礼,真寬,海量,去不去,有啥,看头,还不如,算了,选择,跑遍,全网,官方,标签,谢谢,作者,提供",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386236786827070732&dateCode=20240630&ts=1719989024&sign=d76ad0df0e10307a9aa8c3231e4ea81d,https://www.douyin.com/share/video/7386236786827070732/?mid=
正义之师,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=44417761&tab=&ts=1719989024&sign=a4c9c9710bc7a4756f94d275be6910ff,520.Go.China,4830,强降雨来袭，洪峰入境，湖南挺住！我们连夜紧急支援，誓死守护百姓安宁！,2024/6/30 6:13:04,,86.3,43490,6608,3700,1426,6833433,"湖南,感谢,平安,平江,注意安全,辛苦了,人民,挺住,洪水,岳阳,希望,怀化,家乡,支援,长沙,子弟兵,太阳,我家,归来,下雨,感谢你们,辛苦,地方,被淹,暴雨,大太阳,涨水,谢谢,平平安安,没事",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386051618912947471&dateCode=20240630&ts=1719989024&sign=fc50a46b87140155949995b565c6c880,https://www.douyin.com/share/video/7386051618912947471/?mid=
虎虎看剧,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=27899500&tab=&ts=1719989024&sign=a154341c58d5efd326304af8654bcd30,26367363576,439471,高冷游戏宅男×呆萌可爱腐女！恋爱还能这样谈！ #日剧 #混剪 #爱情 #jaroflove,2024/6/29 16:56:05,11分30秒,86.3,114387,5374,25940,13108,3090912,"动漫,宅女,男主,终极幻想,好看,幻想,山崎贤人,OK,喜欢,宕机,感觉,好帅,好甜,长相,恋爱,剧情,漫改,好像,二次元,真人版,纯爱,腐女,漫画,抽烟,我去,看了,电影,九转,大肠,日剧",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385846345162083603&dateCode=20240629&ts=1719989024&sign=30c902d8442b59e51d244f39d4516a69,https://www.douyin.com/share/video/7385846345162083603/?mid=
黄志荣偷吃熊大珍藏多年的指垢,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65740337&tab=&ts=1719989024&sign=d0bca855591ec95d223372b96e5209f3,36805090740,495,#放纵的头发 #诱惑力的睫毛 #你的欲梦路人视角 #无法抵抗的魅力 #黑暗的诱惑,2024/6/29 15:59:06,14秒,86.3,61444,8612,62065,5778,1255936,"生就,OK,螺蛳粉,熊大,人生,七个字,飘来,路西法,贝利亚,四字,三字,五字,撒旦,两字,七字,就这,老公,笑死我了,九转,大肠,闭眼,西瓜,完了,没边,调皮,告诉你,宕机,想要,大粪,天空",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385831632973974820&dateCode=20240629&ts=1719989024&sign=015a67fb02261e18796992e8c843fa28,https://www.douyin.com/share/video/7385831632973974820/?mid=
藏书阁,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=45230796&tab=&ts=1719989024&sign=733d2ae5abdb3c9a87bcf600c2eae5d4,24144193242,38812,人一旦读过《胜天半子》，你的人生就像开了上帝视角！#谋略思维 #格局 #谋略智慧,2024/6/29 14:27:28,3分1秒,86.3,73499,23,13699,18441,9426523,"胜天半子,智慧,下单,生活,人性,包含,古人,待人之道,处事,技巧,人在职场,人际交往,双倍,聪明的,拳头,脑袋,做人,谋略,不懂,不会说话,吃亏,熬夜,要看,学会了,套书,手段,工作,都会,顺风顺水,书中",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385807998624533795&dateCode=20240629&ts=1719989024&sign=6c81d83befb997b92e58b78eaafd7ba3,https://www.douyin.com/share/video/7385807998624533795/?mid=
神秘阁,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=46561019&tab=&ts=1719989024&sign=1159eefd163e801bfd17e46aa78376cf,37853456307,193276,“我需要一个整齐的队伍  有动图的给我一起扭起来”#列车开往那春天,2024/6/29 8:00:56,7秒,86.3,96051,8102,52779,12008,4925891,"不白看,抖音,你点赞,有图,队伍,就来,这是,好看,二不骗,女人,爱看,一不骗,陌生人,给你,东西,底层,送温暖,感谢,好人,一生,视频,现实,政府,关心,爱护,我的人,平安,喜欢,大舞台,有钱",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385708402455923980&dateCode=20240629&ts=1719989024&sign=84b691db90fa93d2ee76c1044fb0706e,https://www.douyin.com/share/video/7385708402455923980/?mid=
猫的高先生,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=50739439&tab=&ts=1719989024&sign=7fdd9924a088e39a5c0dc1be2e8f0c06,gaoyysn,24319,小熊和福宝 为了小熊和福宝说几句，可能会被限流 那一大早的我也想说 气人#小熊和福宝 #猫咪 #科学养宠攻略,2024/6/29 6:06:53,1分29秒,86.3,18344,2163,929,289,425097,"廊坊,公安,河北,投毒,氟乙酸,剧毒,抖音,边牧,发声,退休,央视网,热点,感谢,人民日报,警察,央视新闻,持有,购买,中国,人民,小熊,请问,正义,热度,定价,重点,严查,不到,央视,公司",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385678993313336603&dateCode=20240629&ts=1719989024&sign=e19255f127c1d8c63973ba93a62c56ee,https://www.douyin.com/share/video/7385678993313336603/?mid=
猫呀攻略,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=56139182&tab=&ts=1719989024&sign=bbc7213f873b5e691f691cccbac8dd01,CatNSH,9498,两个白嫖奖励！赶快上号拿！第一个很可能一会就没了！#逆水寒手游 #逆水寒周年庆 #逆水寒游乐园,2024/6/28 22:47:51,25秒,86.3,47756,1633,14904,25645,851708,"逆水寒,下线,引路,宕机,摇摇,上线,OK,启动,九转,大肠,大使,在哪,抖音,刷到,上号,鸭子,打开,兑换,福狸,逞强,落泪,博古,干嘛,金色,兑换码,东西,有什么用,记得,更新,懒得",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385565901791284490&dateCode=20240628&ts=1719989024&sign=caa79afb645ad550f2e9e4de41a4e5ef,https://www.douyin.com/share/video/7385565901791284490/?mid=
龙小涵父女,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=26710294&tab=&ts=1719989024&sign=cdf94e7f51038025d2c1309e5fc7ff95,whg907,823556,在做题和作弊之间，她选择了做法，期末考试就全靠三位文坛大家了#原谅我不厚道的笑了 #期末考试 #被逼疯的家长,2024/6/28 19:46:22,54秒,86.3,294408,13696,153630,66158,28667037,"口才,人才,孩子,满分,语文,才女,考试,管用,英语,感谢,考了,清华,就这,小美女,成绩,有才,不错,爱心,学霸,小姑娘,清华北大,太有,就你,学习,天才,北大,抱佛脚,没问题,祝你,丫头",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385519124446825791&dateCode=20240628&ts=1719989024&sign=faed77396491c883ab2eee8bb0a9d023,https://www.douyin.com/share/video/7385519124446825791/?mid=
孟州南庄女王范,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=11002295&tab=&ts=1719989024&sign=c111a00e7a788dfb4db0dbfbbec55b4b,htlp13145,13294,遇见这么大岁数老伯，你说我怎么办，叫老伯走了，他连连说了几声谢谢，谢谢，老伯瞬间眼眶都是泪水，哎，好可怜🥺,2024/6/28 18:23:33,15秒,86.3,15411,4183,648,1103,2507929,"好人,平安,一生,美女,感谢,格局,善良,点赞,老板,你点赞,老人,老头,好心人,生意兴隆,爱心,生意,的人,好心,让他走,是个好人,好人好报,真好,好报,发财,碰到,祝你,岁数,心善,发大财,大气",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385497769923988776&dateCode=20240628&ts=1719989024&sign=47f2781b79e9a1d3eec675aa1b6e225a,https://www.douyin.com/share/video/7385497769923988776/?mid=
北京娱乐🍺小盖,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=20398477&tab=&ts=1719989024&sign=23ce8705d6c76ccad01751d21b7593c2,Renjianzhide9h,3234,#女dj #酒吧现场  #这谁顶得住啊 #刘小璐,2024/6/28 15:45:14,6秒,86.3,24729,351,23121,3707,1966743,"你们老婆,好看,孟子义,北京,DJ,你老婆,好女孩,小璐,太好看了,老婆,纹身,漂亮,江小白,干净,没病,越小越,颜控,情商,不喜欢,主动,高冷,熟悉,话唠,圈子,纯爱战士,自卑,社恐,笑话,评论,社交",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385456984989994294&dateCode=20240628&ts=1719989024&sign=10a2a79bbcbcec9b8ea0ae5ae19ae155,https://www.douyin.com/share/video/7385456984989994294/?mid=
单身妈妈(胖姐),https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=12165901&tab=&ts=1719989024&sign=5a47f943e480a824c4d74fe54752b21a,866033916,34056,[单身妈妈(胖姐)](2024-06-28)发布的视频,2024/6/28 15:44:59,15秒,86.3,14833,1444,1378,4231,3379200,"感谢,出气,肚子,玩笑,呼吸,喘气,没死,装死,音乐,无聊,不好,大吉大利,干嘛,梦想成真,开玩笑,这是,还活着,抖音,想死,吉利,爱心,活着,祝你,人才,一路走好,死了,盖上,抱抱,活人,见者",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385456939292970266&dateCode=20240628&ts=1719989024&sign=70eb441284e24947ca9d5fb05d2fc995,https://www.douyin.com/share/video/7385456939292970266/?mid=
马医贡宝东珠🐎,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=45114279&tab=&ts=1719989024&sign=c355c5baa2b35b9b3cb29c71b83c47d8,dyfhv183h48w,7395,[马医贡宝东珠🐎](2024-06-26)发布的视频,2024/6/26 18:41:44,2分45秒,86.3,12727,1345,9287,4253,7381548,"强奸,算不算,强扭的瓜不甜,聊天,未遂,母马,违背,意愿,黑马,看上,同意,美女,看不上,不喜欢,打架,看了,女人,得逞,公马,报警,强奸罪,宁死不屈,男人,感谢,不甜,征服,出来了,不行,没用,干嘛",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384760292288367923&dateCode=20240626&ts=1719989024&sign=3256e16861cc237f5dbb554c2fdb48d7,https://www.douyin.com/share/video/7384760292288367923/?mid=
定陶梅姐百货店,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=49887489&tab=&ts=1719989024&sign=15cff4c38bcac89ee4fd54ed07a2de38,92472917479,11542,#很喜欢在路上的这种感觉 #风景都在路上 #取悦自己才是生活的王道 #,2024/6/29 20:54:55,5秒,86.3,25131,2591,411,4015,1308163,"感谢,爱心,我接,全接,吉言,接住,谢谢,谢谢你,全家,喜事,百顺,接到,接收,收下,一顺,我家,我接住了,全收,喜从天降,收到,接下,财源滚滚,全家人,平安果,谢谢您,事事,接回来,接喜,万事如意,平安",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385907876222536986&dateCode=20240629&ts=1719989024&sign=909e9b143d4f945cbffad346d28c36b9,https://www.douyin.com/share/video/7385907876222536986/?mid=
今年我们不绞医疗啦！让他们专家贪污去吧！,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65693190&tab=&ts=1719989024&sign=c103119f412a08c61f2c52667803f813,dyis5836emxp,2502,#热点宝低粉爆款榜 #老奶奶在干什么？她是什么时期的人？受谁的指示这样做的？你能答出来吗？,2024/6/28 10:52:51,23秒,86.3,23830,803,6847,8873,5405799,"奶奶,小脚,老人,感谢,老奶奶,爱心,百岁,老人家,女人,想起,妈妈,老太太,裹脚,年代,的人,一百多岁,健康长寿,是这样的,妇女,百岁老人,姥姥,外婆,身体健康,旧社会,岁数,年龄,寿比南山,多大,不小,长命百岁",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385381633626475816&dateCode=20240628&ts=1719989024&sign=e3f79eed885067a7732dfe32998f1c8b,https://www.douyin.com/share/video/7385381633626475816/?mid=
小郁宅,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=61140903&tab=&ts=1719989024&sign=245a7603c2ec82ff9ed832a0867da5ec,illovo77,553,分手后你交往了新的女孩子 长长的头发 背影看上去身材纤细 比我美好太多 我自愧不如 你全身心投入下一段感情 她不用跟我一样提心吊胆 她不会二十四小时联系不到你 她不会爱你得不到回应 她可以大大方方的见你 也会对你撒娇 她是你放在明面的女孩而我呢 是这一秒两个人吵得互相拉黑 下一秒又甘心画地为牢 见了你爱她的样子 才真的觉得你没有好好爱过我 好奇怪 你跟谁爱的都轰轰烈烈 唯独跟我不合适,2024/6/27 23:28:56,10秒,86.3,45698,987,7514,4783,582892,"文案,不合适,分手,找不到,顶配,美好,得不到,的人,破防了,破防,两个人,爱她,样子,爱过,女孩子,背影,感情,不到,回应,用不了,OK,交往,头发,自愧不如,投入,提心吊胆,小时,爱你,放在,明面",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385205372375649570&dateCode=20240627&ts=1719989024&sign=548661674f926e0b565fa8fb3f3890a3,https://www.douyin.com/share/video/7385205372375649570/?mid=
老王童,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=20699491&tab=&ts=1719989024&sign=3b5e42946f55f43336c213e42bea5450,1689384568,3478,[老王童](2024-06-27)发布的视频,2024/6/27 22:34:34,,86.3,23924,3821,7676,9259,2428301,"房子,农村,喜欢,宅基地,漂亮,户型,我家,有钱,院子,蚊子,不安全,农村的,老家,图纸,好看,厕所,瓦房,厨房,太少,老了,大城市,想想,老房子,蚊虫,打理,都是,采光,关键,地方,不行",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385191383667051815&dateCode=20240627&ts=1719989024&sign=7d92d0b0aa00aba8021f924419151f39,https://www.douyin.com/share/video/7385191383667051815/?mid=
Don't trust women 🅴,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=51362831&tab=&ts=1719989024&sign=64e59f59cba25a0adacf11c82197e84b,ZHhh.6,374,无大语了  这是筋膜枪啊这就封号了#十年老兵 #cf,2024/6/27 18:05:06,11秒,86.3,55333,4304,68382,1233,2739304,"物理外挂,外挂,CF,左键,cf,频率,检测,usp,回车,OK,鼠标,不封,官方,九转,大肠,给我,宕机,没事,都能,小黑屋,训练营,快了,黑屋,同学,USP,按住,开挂,惩罚,孩子,熟悉",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385121932531780904&dateCode=20240627&ts=1719989024&sign=3f6fad9b088d734940e4dfe740515159,https://www.douyin.com/share/video/7385121932531780904/?mid=
贱人👉《我快乐》,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=38340064&tab=&ts=1719989024&sign=7de67052638d99c3bbdf9212883e914d,dytd0xaczhjq,4892,灭了一家五口人的抓捕第八天、真是《恶有恶报、善有善报、不是不报、是时候刚刚好》、做人善良一点、希望你路平安、,2024/6/27 13:21:37,23秒,86.3,30320,9903,2469,3676,4919966,,https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385048903311199539&dateCode=20240627&ts=1719989024&sign=ea1be4b122cfe0a140a8b5ad49bc1d9c,https://www.douyin.com/share/video/7385048903311199539/?mid=
Kotori,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=19290230&tab=&ts=1719989024&sign=7c2bac5b72571ed66000149c5ef3a137,7758R5825l3l48,299002,副本即将崩塌 请宿主们前往下一个世界。#副本即将崩塌 #lolita,2024/6/26 21:04:00,,86.3,205378,1920,28272,27222,1469232,"好看,副本,好美,世界,裙子,宝宝,地方,好喜欢,感觉,好好看,衣服,宿主,前往,这是,npc,好像,PC,有感觉,崩塌,猪头,墓碑,下个,离开,OK,公主,眼含,热泪,好漂亮,风格,高级",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384796979710184767&dateCode=20240626&ts=1719989024&sign=a00dcce36b488b15dcb299afb8e32c69,https://www.douyin.com/share/video/7384796979710184767/?mid=
小红也很開心🌸,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65795366&tab=&ts=1719989024&sign=90197ab11bba774c1eda2b5582dc79c0,47684979066,2019,鸣女弹琵琶大家掉入无限城😶#鬼灭之刃 #鬼灭之刃柱训练篇 #时透无一郎 #富冈义勇 #炼狱杏寿郎,2024/7/2 10:01:34,12秒,86.3,150878,4915,19964,9577,2718988,"鸣女,匹配机制,祖宗,大哥,OK,报仇,有仇,匹配,祖宗保佑,没仇,报冤,老板,没怨,砍我,想见,猗窝座,童磨,好可爱,无限城,欢迎来到,全新地图,板块,官方,下场,打前,祈求,战绩可查,狯岳,善逸,对手",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386852738656783652&dateCode=20240702&ts=1719989024&sign=a33bf60f2b7b4e63d61331c68c442d39,https://www.douyin.com/share/video/7386852738656783652/?mid=
失落,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65798316&tab=&ts=1719989024&sign=d95a57f7d144de7e4e8a04fa51d4e725,613331840,3857,#不说了挣钱去了,2024/7/1 7:43:32,10秒,86.3,20452,8159,4358,4109,25860823,"生日快乐,交通工具,这是,暗中观察,五菱神车,绝望的,做梦,车车,喜欢,厉害了,的人,我要,压力,没办法,投胎,比我强,请问,就知道,五菱,评论区,走路,寿比南山,期待,飞机,还行,布鞋,拥有,过分了,姥姥,刷到",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386446084341632292&dateCode=20240701&ts=1719989024&sign=18a15466eabfdb9b23732046fac59702,https://www.douyin.com/share/video/7386446084341632292/?mid=
几几糕,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=55578328&tab=&ts=1719989024&sign=8b1587bcfad8bf7b069067fabc0169ce,51554780173,10558,#plog,2024/6/30 21:46:52,,86.3,53777,302,5529,4010,1023188,"宝宝,发色,照片,首歌,裙子,有链接,比巴卜,链接,高清,谁懂,bgm,美瞳,喜欢,美甲,姐姐,鸡翅,美甲图,好美,图4,音乐,记忆,载体,听到,嘴角,外套,回到,感觉,染眉膏,小姐姐,抖音",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386292371882773770&dateCode=20240630&ts=1719989024&sign=1b853595296e75659a277af19096f49a,https://www.douyin.com/share/video/7386292371882773770/?mid=
