播主昵称,达人详情链接,抖音号,视频标题,发布时间,视频时长,热词,视频详情链接,视频链接,PC1,PC2
臭猫meme,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=64715760&tab=&ts=1719989024&sign=aa4b361e32698e9dd7c681796e9d4c5e,87352316101,我会代你去看外面的世界#猫meme #悲伤  #真实事件 #亲情 #痛苦的滋味,2024/6/30 12:22:56,2分12秒,"补药,大妹子,弟弟,姥姥,心疼,复活,投稿,逞强,落泪,人间,看广告,刷抖音,哭了,走了,这是,老天爷,希望,阎王,活着,走啊,我可以,坚强,够了,不要啊,苦涩,老天,小姐姐,中文,哭死,识字",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386147000900668723&dateCode=20240630&ts=1719989024&sign=2f02c63c2b3460f93407111ae89cab6b,https://www.douyin.com/share/video/7386147000900668723/?mid=,-1153025.8515181986,13591.43555894084
慕景,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=56962766&tab=&ts=1719989024&sign=392bd68124a05b69e93f621101706612,95570964917,“希望日子清静，所遇皆是温柔  所见皆是浪漫～”#治愈系风景 #清澈见底的水 #最治愈的便是这世间的山水 #风景是治愈心情的良药 #美在山水间,2024/6/29 18:35:15,7秒,"石头,这是,地方,好漂亮,漂亮,好美,真有,太美了,好看,回来,太漂亮了,漂亮的,真的有,美的,好想,在哪里,抖音,回家,治愈,去过,我想,我去,是真的吗,风景,壁纸,现实,长岛,真美,不可能,真好看",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385871822077660456&dateCode=20240629&ts=1719989024&sign=a9806f4748e76d8a37c77aedb840d3fa,https://www.douyin.com/share/video/7385871822077660456/?mid=,7305617.742416395,-74206.79071838321
黑才才,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=47449577&tab=&ts=1719989024&sign=8a5f856455602179e42e41445d7e7873,Dai.YP,《谢谢你》#蛋仔派对 #蠢蛋进化论 #黑才才,2024/6/29 15:06:15,21秒,"羊蜜,笑死我了,宕机,好燃,OK,九转,大肠,太燃了,小羊,燃起来了,起步,红鼻子,大妹子,没事,努力,小丑,队友,蜜蜜,音乐,我还以为,dongdong,发呆,原声,有没有,踩头,好好笑,小丑鼻,杨幂,疑问,真大",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385818000886172966&dateCode=20240629&ts=1719989024&sign=9edbd3db87145edc0fe3fac8345fcff7,https://www.douyin.com/share/video/7385818000886172966/?mid=,-3731204.8169345167,-32030.915502373256
搞搞震(关注，下次更精彩),https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=23916789&tab=&ts=1719989024&sign=2a6bab4f330ab3e2a03ea8b896e5ac60,130980872,第38集 【AI川普+拜登】一秋风雨敬桑田 翻唱 原唱 刘阳阳  #AI唱歌 #经典老歌 #搞笑歌曲 #有趣的灵魂,2024/6/29 8:28:53,28秒,"人才,口型,上了,拜登,好听,人才啊,唱的,抖音,有才,AI,川普,建国,美国,口音,牛逼,原唱,不错,老登,九转,大肠,对的,老头,视频,中国,同志,配音,感觉,太有,会不会,卧槽",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385710422403370281&dateCode=20240629&ts=1719989024&sign=2e2d05f642bc6a605b73b493560e4f3f,https://www.douyin.com/share/video/7385710422403370281/?mid=,3928134.9311622665,-66779.77424538002
独钓寒江,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65676380&tab=&ts=1719989024&sign=4d4aeff92532469f2768af7b9627b11f,yao248191537,孤勇者。氢氟酸是氟化氢的水溶液，毒性和腐蚀性极强，会腐蚀大多数常见金属，生成易燃易爆气体。,2024/6/27 21:17:59,13秒,"感谢,平安,归来,英雄,致敬,回来,逆行者,背影,希望,致敬英雄,氢氟酸,平平安安,看着,归队,负重前行,大橙,消防员,抱抱,最美,一生,机器人,孩子,坚定,的人,心疼,谢谢你,人工智能,老百姓,危险,健康",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385171651199077672&dateCode=20240627&ts=1719989024&sign=f735a43bd0666059e15795e9ad4b4dde,https://www.douyin.com/share/video/7385171651199077672/?mid=,-2701419.5292122154,-37798.18216517341
用户7917357873566,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65788361&tab=&ts=1719989024&sign=3d699747482f489659299adafbc32066,76505702935,#愿所求皆所愿 ,2024/7/1 18:19:41,32秒,"感谢,谢谢,收下,菩萨,爱心,吉言,财富,全家,观音菩萨,平安,健康,收到,健康平安,我家,平安果,接住,全接,谢谢你,普萨,观音,全收,观世音,全家人,祝福,送的,感恩,我接,抱拳,建康,接到",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386610045313649957&dateCode=20240701&ts=1719989024&sign=536d0bfa2d6bc47178e1f0dafeeaaf5a,https://www.douyin.com/share/video/7386610045313649957/?mid=,-3488788.2400612086,-26454.664885211336
天道！酬勤！！,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=64381902&tab=&ts=1719989024&sign=9615539b13f469bb2a42eaabe5149be1,dympotg1w1d5,[天道！酬勤！！](2024-06-30)发布的视频,2024/6/30 7:51:11,15秒,"男人,女人,解气,一脚,爷们,哥们,老婆,兄弟,真男人,干的漂亮,牛逼,不让,男子汉,点赞,踢出,动手动脚,离婚,感谢,漂亮,霸气,干得漂亮,媳妇,大哥,支持,老公,试试,对了,灵机一动,回家,不懂",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386076928819612954&dateCode=20240630&ts=1719989024&sign=8796688757e0d5aa17d2d2eae6552e53,https://www.douyin.com/share/video/7386076928819612954/?mid=,754800.9879904429,-82793.7114225838
CP日记,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65366971&tab=&ts=1719989024&sign=8783d643cbe71f46f6365e5344fa6923,dyb2lv3wwxie,回来变大雷 笑死我了#龙王夫妇 #花小龙 #王老师,2024/6/29 23:14:53,12秒,"陈泽,王老师,切片,回来,过年了,小龙,泰国,姐妹,老板,兄弟们,自律,直播,老板娘,同框,胰岛素,OK,期待,杨老师,节目,调皮,惩罚,闭门造车,细节,齁甜,王杨,好像,龙哥,打雷,没事,老公",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385943928832363788&dateCode=20240629&ts=1719989024&sign=edd8fc21c29b7906b86c6221a70a3eee,https://www.douyin.com/share/video/7385943928832363788/?mid=,-1522881.541552665,-48345.66277948115
江鹤一（永劫无间）,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=32287834&tab=&ts=1719989024&sign=650b31e135dabeb588013cd29e9095d1,Q6kkkkkkkkkkk,"真的很喜欢这个水墨 谁懂

#水墨 #永劫无间 #永劫无间周年庆 #永劫无间日常",2024/6/26 20:36:02,,"哈迪,花生,领教,蒙古,豆浆烩面,下爷,披坚执锐,OK,好帅,宕机,自由,永劫无间,猛虎,英雄,灵魂,永劫,台词,玄天,有没有,新手,夺阳魂,鸟人,开大,玩家,胡为,孩子,威慑,万灵,阻碍,喜欢",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384789749833256231&dateCode=20240626&ts=1719989024&sign=806af53a517aed71ec379e96c3b2c2c4,https://www.douyin.com/share/video/7384789749833256231/?mid=,-2960426.0830652635,-16649.47605589906
𝑹𝒆𝒎𝒂𝒌𝒆 🎧,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65743954&tab=&ts=1719989024&sign=cc423b7f5511a88216e9505ccf758366,80640043603,“那个夏天什么都好，只是已经回不去了”#wolves #roadtrip #音乐分享 #越听越上头,2024/6/30 12:40:33,30秒,"来了,英语,何年,给我,首歌,想起,手机,好听,宕机,回忆,梦回,这是,刷到,回来了,记得,停下来,回到,抖音,发呆,感觉,干到,真好,干回,wolves,名字,小学生,挤哥,喜欢,英文歌,英文",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386151551838080290&dateCode=20240630&ts=1719989024&sign=f12a7caedf65a87c83b6042c54ddb6c3,https://www.douyin.com/share/video/7386151551838080290/?mid=,-1671458.6481360851,-30440.75579477269
冰泽,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=55461636&tab=&ts=1719989024&sign=0cb3ce98b74e4d179bd3661968319fa6,wuzechu88888888,超袖真的饿了“铀”什么都吃啊！ #超袖 #整活了 #冰泽,2024/6/29 10:14:26,19秒,"身在,不知,辐射,核弹,原子弹,材料,铀235,超袖,玩意,放射性物质,福中,元素,超秀,不知福,有毒,玩意儿,东西,核辐射,吃了,放射,中子,发生,人体,损伤,价值,放射性元素,原地去世,放射性,睡觉,同位素",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385742803252432128&dateCode=20240629&ts=1719989024&sign=bd1f5a2c4a870ca23f371dd5b2f339a9,https://www.douyin.com/share/video/7385742803252432128/?mid=,-2608116.5213995283,-27071.775849296846
安芳,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=20282642&tab=&ts=1719989024&sign=254d2a0be23a5a9ed45c4adfe823a437,gaodanbaimiz,[安芳](2024-06-29)发布的视频,2024/6/29 9:24:51,2分35秒,"爱心,感谢,中国,祖国,中国人民解放军,我愿意,中国加油,点赞,战场,中国人,强大,为祖国,必回,霸气,万岁,祖国万岁,抱抱,要上,有来无回,咖啡,开战,国家,若有,支持,雄起,人民,外国人,祖国强大,中华,虽远必诛",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385730030241942823&dateCode=20240629&ts=1719989024&sign=b239c847d17ff834b714bc3d15d34626,https://www.douyin.com/share/video/7385730030241942823/?mid=,-1983372.7303403341,66948.05991002139
-Kiki,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=38365764&tab=&ts=1719989024&sign=ef081d5c2f557387cb781993a8cfd7b0,nuonuo008,Uied.,2024/6/28 15:28:11,,"氛围,受众,群体,是谁,喜欢的人,星座,有感觉,不喜欢,图片,Uied,狮子,结婚了,猪头,OK,南方人,日向雏田,喜欢,的人,感觉,下雪,舒服了,拍出来,好喜欢,亮度,带你,去看雪,宝宝,好奇,苦涩,滑动",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385452583726370083&dateCode=20240628&ts=1719989024&sign=ea47fbfe6f92e6c295deb7f2aabd6287,https://www.douyin.com/share/video/7385452583726370083/?mid=,-4349494.848402962,-25976.84807537536
小娜吃仙人掌,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=64875804&tab=&ts=1719989024&sign=de8f384095107a7d93c521367ff10449,72613219575,没吃够#三农 #花卉绿植 #仙桃 #新鲜采摘 #抖音助农,2024/6/28 13:29:34,22秒,"好吃,仙人掌,能吃,火龙果,没吃过,味道,东西,吃了,这是,吐了,没刺,不知道,我吃,不扎手,好吃吗,还能吃,骆驼,果子,水果,仙人,难吃,我家,没见过,玩意,什么味道,吃的,全是,扎手,镜头,感觉",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385422027609492776&dateCode=20240628&ts=1719989024&sign=32d1841127dd3907b9cced6ffed01215,https://www.douyin.com/share/video/7385422027609492776/?mid=,16069146.18904427,-211115.10232753254
伯明翰whiskey🥃,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=58261784&tab=&ts=1719989024&sign=bb3ce8fccbd45b9991126f7248c1c4d8,Jfy_5390326,这个裤子设计的牛逼我只能说 what can i say ？#考试现场,2024/6/28 1:01:44,9秒,"破洞裤,裤子,老师,考试,作弊,小抄,考完,刷到,宕机,监考,九转,大肠,OK,学到了,没想到,老实,发呆,评论区,被抓,学会了,调皮,同学,手机,学位证,让我,大学,学会了吗,牛逼,考场,一条",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385229177647025462&dateCode=20240628&ts=1719989024&sign=f5436700780a2908df4b99b10da4d30d,https://www.douyin.com/share/video/7385229177647025462/?mid=,1633555.4113065463,-22551.997328180394
很哇塞的卢大美,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=5217392&tab=&ts=1719989024&sign=3bb49d3fde1b7615d80c0a5b42b2f0ca,17686939,这个城市又多了一个伤心的人#没头脑的日常 #不走寻常路,2024/6/27 18:51:41,15秒,"电动车,上树,开心的,西瓜,宕机,对不起,停车,不让,发呆,电车,别哭,九转,大肠,笑死我了,给你,快乐,拖鞋,表演,没事,没忍住,怎么上去,小狗,狗狗,抖音,狗子,抱抱,腿毛,轱辘,伤心的人,吃西瓜",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385133960235420947&dateCode=20240627&ts=1719989024&sign=3f6f0a8526916af58833b7dd5c208003,https://www.douyin.com/share/video/7385133960235420947/?mid=,-3210661.4202303574,-35148.374698773485
FYUL_,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=63002750&tab=&ts=1719989024&sign=539f7707dc00cc6df317c04321c1c460,39144347735,变🃏了,2024/6/27 14:50:57,10秒,,https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385071892463488267&dateCode=20240627&ts=1719989024&sign=f1195594b202580965c5968b563dffd5,https://www.douyin.com/share/video/7385071892463488267/?mid=,-2963404.3756707306,-38081.96935894856
茶言茶娱,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=6305441&tab=&ts=1719989024&sign=64846583851ce1c6b2a0831ea9062daa,CYUI10,边牧：先不牵你了嗷，我去干个架#边牧 #萨摩耶 #狗子成精了 #狗狗,2024/6/26 17:48:20,19秒,"边牧,好帅,主人的,宕机,萨摩耶,我家,绳子,聪明,牵着,想谈,发呆,主人,九转,大肠,甩头,智商,喜欢,德牧,好聪明,打架,想养,OK,松开,我去,评论区,是狗,放下,宠物,后续,的狗",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384746546912316672&dateCode=20240626&ts=1719989024&sign=03bd236f74b9443bac57f7f75330b12e,https://www.douyin.com/share/video/7384746546912316672/?mid=,5191709.217091326,619568.4401095817
三达不溜,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65786297&tab=&ts=1719989024&sign=17f808248a4924a1caf4d9b4faa580ac,47589228492,"中国仪仗队惊艳白俄罗斯后续 
他们好宠我们留学生 给了很久合照时间 我还是没赶上 他们上车了 但我们也很感动#中国仪仗队 #中国人民解放军 #三军仪仗队白俄罗斯",2024/7/2 7:43:47,1分1秒,"感觉,中国,娘家人,异国他乡,好帅,家人,国家,八百标兵,眼神,仪仗队,来人,激动,哭了,帅死我了,注意安全,感动,想家,当兵,坚定,照顾,太帅了,娘家,祖国,骄傲,中国人,军人,眼泪,回家,坚毅,最帅",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386817219369520411&dateCode=20240702&ts=1719989024&sign=e4dd4a4e33c69208ce1cc26c7f1fe961,https://www.douyin.com/share/video/7386817219369520411/?mid=,8570138.188482549,51575.56242036769
蓝莓味草莓（接✂）,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=41025620&tab=&ts=1719989024&sign=c222aa8f0dc9f7719e9704b7feac10ea,Strawberry1120,"#csgo ""我本来可以不告诉你的""",2024/7/1 10:00:01,20秒,"OK,告诉你,宝宝,告诉我,评论区,哥们,对象,女朋友,卡布达,你说,告诉,一枪,不加,身体,大脑,拒绝,女生,躺平,感情,哭了,老实,不想,微信,大肠,浪费,有男朋友,变换,形态,早知道,做的",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386402331069336895&dateCode=20240701&ts=1719989024&sign=bd7122e64e4c7f850e2c15360e7f668f,https://www.douyin.com/share/video/7386402331069336895/?mid=,-1840769.989943952,58997.37012824823
曾德君_231596058,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65790312&tab=&ts=1719989024&sign=55450af7e68768f134ad10d38e0c6187,936853486,#单身狗的快乐,2024/7/1 3:28:00,11秒,"拆迁,音乐,这是,狗狗,快乐,房贷,狗子,万茜,舞蹈,有没有,单身狗,狗窝,车贷,完了,离婚,生病了,绝了,节奏,开心,吃了,走路,找到,烫脚,无忧无虑,给它,媳妇,应该是,女朋友,连狗,有才",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386379906541817125&dateCode=20240701&ts=1719989024&sign=73c76d8c7e9b531370b16dd2878c19f9,https://www.douyin.com/share/video/7386379906541817125/?mid=,-3476375.5908025648,-38456.90064639307
Rselleoon🎸,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=62772095&tab=&ts=1719989024&sign=f55274003e4dabb50b4cb4b6aca2ee38,100915RYZ,@未闻花名. 你要的后续满意了吗,2024/6/30 16:00:11,8秒,"壁虎,大妹子,害怕,尾巴,宕机,蚊子,九转,大肠,蟑螂,东西,玩意,发呆,感觉,OK,敢抓,女人,有种,手套,房间,裂开,我家,最怕,咬人,鸡皮疙瘩,蜘蛛,断尾,用手,勇士,我去,躺平",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386203022558268684&dateCode=20240630&ts=1719989024&sign=d23c1c82a2413d32e9bc340ae6daa84f,https://www.douyin.com/share/video/7386203022558268684/?mid=,2843935.688915611,-55797.98173220962
转运珠啦,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=40164631&tab=&ts=1719989024&sign=c8334a03a9c74e32689c7e56f259ee94,ZYZBJYX95,大家都去支持 #度华年 ！！ #张凌赫#合照,2024/6/28 19:47:31,,"羡慕,合照,张凌赫,嫉妒,牛牛,好帅,好羡慕,破防了,宝宝,发朋友圈,跳楼,男朋友,姐妹,发出,哭了,好了,OK,太帅了,慕了,多高,男友感,拍照,季度,猪头,受不了了,好帅啊,羡慕啊,好像,眼红,蜜蜂狗",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385519417553194249&dateCode=20240628&ts=1719989024&sign=b8fb138d04f74ca28858709f862c8196,https://www.douyin.com/share/video/7385519417553194249/?mid=,-3715173.6039301995,-29788.089015090853
动静贵州,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=44325249&tab=&ts=1719989024&sign=960e9ba534dc69194f8420a77ae753c9,69045185266,本地人被贵州的夏天冷哭了！贵州你就避暑吧，谁能避得过你！ 来源：@小珊妹儿（朋友圈版）  部分素材综合网络,2024/6/28 17:58:03,23秒,"贵州,广东,空调,避暑,朋友,新疆,下雨,热死了,热死,重庆,开空调,广州,凉快,真的吗,天气,贵阳,发呆,外套,九转,大肠,河南,羽绒服,是真的吗,短袖,山东,衣服,广西,宕机,云南,温度",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385491180726783284&dateCode=20240628&ts=1719989024&sign=a21c7194262469369ecd08fc26777c7a,https://www.douyin.com/share/video/7385491180726783284/?mid=,7908212.304869462,262986.81641913974
順.,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=64095211&tab=&ts=1719989024&sign=22c5013e1ce994a0a7130adbd8f83b43,940308020311.,书茗：雪水妈宝#鬼知道我看了多少遍 #足够好看吧 #小说 #炒鸡好看小说 #文荒推荐,2024/7/1 15:01:18,14分58秒,"中文,小说,OK,大妹子,宕机,逆天,超雄,王妈,病娇,宝宝,九转,大肠,这是,破碎,好看,结局,超雄爸,炸裂,孩子,后续,让我,爱看,婴儿,刚看,的世界,回复,好离谱,公主殿下,刷到,发呆",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386558913551895818&dateCode=20240701&ts=1719989024&sign=dd65aa17a5d78c7ed181e55cc940bfd5,https://www.douyin.com/share/video/7386558913551895818/?mid=,-3423345.1822998826,-39562.092346404
赵亚洲,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=19800241&tab=&ts=1719989024&sign=4118a48674eba8fe74d9b5e1352dd26d,xuanse8888,摆摊前一天晚上激动的睡不着，出摊的时候害怕路人奇怪的眼神，怕同行排挤，可谁会嘲笑一个努力的人呢没人给我加油我自己给自己加油！#摆摊创业#卤菜#地摊,2024/6/29 17:02:58,6秒,"摆摊,生意兴隆,陌生人,感谢,挣钱,生意,兄弟,万事开头难,努力,的人,生活,祝你,不知道,财源广进,帅哥,越来越好,加油加油,最棒,不偷,不骗,没人,不丢人,一定会,小伙子,拳头,劳动,光荣,赚钱,打工,害怕",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385848107570924819&dateCode=20240629&ts=1719989024&sign=30cf1d3cca9aa4a6858df1b4f543387f,https://www.douyin.com/share/video/7385848107570924819/?mid=,-3701140.9062011377,-24572.195025356854
